ᎡᎦ	e³ga	ee3ga
ᎩᏃᎵᎦ	gị²nohl²ga²	gi2nohl2ga2
ᎣᎩᏃᎵᏍᏗ	o¹gị²no²hlị³sdi	oo1gi2noo2hli3sdi
ᏫᎨᎦᏚᎳ	wị²ge²gạ²du²³la	wi2gee2ga2duu23la
ᏫᎪᎦᏚᎳ	wị²go²gạ²du²³la	wi2goo2ga2duu23la
ᏫᎪᏣᏚᎳ	wị²go²jạ²du²³la	wi2goo2ja2duu23la
ᎬᎩᎪᏩᏘᎭ	gv²gi²gowh²tị³ha	gvv2gii2gowh2ti3ha
ᏗᏣᎪᏩᏛᏗ	dị²jạ²gowh²tvh³di	di2ja2gowh2tvh3di
ᏍᎩᏂᎪᎲᎢ	sgị²ni²go²hv²³ɂi	sgi2nii2goo2hvv23-i
ᎢᏍᎩᏯᏚᎵᎭ	i¹sgi²yạ²du²lị³ha	ii1sgii2ya2duu2li3ha
ᏍᏓᏓᏙᎵᏨᎢ	sdạ²da²dohl²jv²³ɂi	sdaa2daa2dohl2jvv23-i
ᎡᎩᏂᎪᏩᏛᏗ	e¹gị²ni²gowh²tvh³di	ee1gi2nii2gowh2tvh3di
ᏕᏥᎪᏩᏔ	de³ji²go¹wah²ta²	dee3jii2goo1wah2ta2
ᎦᎯᏯᏚᎵᎭ	gạ²hi²yạ²du²lị³ha	ga2hii2ya2duu2li3ha
ᎢᏣᏓᏙᎵᏨᎢ	i¹jạ²da²dohl²jv²³ɂi	ii1ja2daa2dohl2jvv23-i
ᏕᎩᎾᏚᎸᎲᎢ	de²gị²nạ²du²lv²hv²³ɂi	dee2gi2na2duu2lvv2hvv23-i
ᏫᎪᏍᏓᏚᎳ	wị²go²sdạ²du²³la	wi2goo2sda2duu23la
ᏙᎩᎾᏚᎸᎲᎢ	do¹gị²nạ²du²lv²hv²³ɂi	doo1gi2na2duu2lvv2hvv23-i
ᏫᏗᏆᏚᎳ	wị²dị¹gwạ²du²³la	wi2di1gwa2duu23la
ᏫᎦᏥᏯᏚᎳ	wị²gạ²ji²yạ²du²³la	wi2ga2jii2ya2duu23la
ᏗᏣᏓᎪᏩᏛᏗ	dị²jạ²da²gowh²tvh³di	di2ja2daa2gowh2tvh3di
ᏫᎨᎩᎾᏚᎳ	wị²ge²gị²nạ²du²³la	wi2gee2gi2na2duu23la
ᏗᏍᏓᏓᎪᏩᏛᏗ	dị²sdạ²da²gowh²tvh³di	di2sdaa2daa2gowh2tvh3di
ᏫᎪᎩᎾᏚᎳ	wị²go²gị²nạ²du²³la	wi2goo2gi2na2duu23la
ᎡᏙᏓ	e²do²da	ee2doo2da
ᎤᏲᏏᎭ	u¹yo³sị²ha	uu1yoo3si2ha
ᎦᎴᎪᎢ	gạɂ³le¹go³ɂi	ga-3lee1goo3-i
ᎯᎩᎠ	hị²gị³ɂa	hi2gi3-a
ᏍᏓᏘᏗ	sdạt²di	sdat2di
ᏣᎸᏍᏗ	jạ²lv¹sdi	ja2lvv1sdi
ᏥᎴᎪᎢ	jịɂ³le¹go³ɂi	ji-3lee1goo3-i
ᎠᏆᏤᎵᎢ	a¹gwạ²je²li⁴ɂi	aa1gwaa2jee2lii4-i
ᏩᏂᎷᎦ	wa¹niɂ²lu¹ga	waa1ni-2luu1ga
ᎢᏣᏗᎭ	i¹jạ²dị²ha	ii1ja2di2ha
ᎣᏥᎴᎦ	o¹jiɂ³le¹ga	oo1ji-3lee1ga
ᎣᏍᏗᎴᎦ	o²sdiɂ³le¹ga	oo2sdi-3lee1ga
ᎩᎾᏤᎵᎢ	gị²nạ²je²li⁴ɂi	gi2naa2jee2lii4-i
ᎡᎩᎪᏩᏘᎭ	e¹gi²gowh²tị³ha	ee1gii2gowh2ti3ha
ᎡᏂᎪᏩᏘᎭ	e¹ni²gowh²tị³ha	ee1nii2gowh2ti3ha
ᎢᎪᎵᎦ	i¹gohl²ga²	ii1gohl2ga2
ᎡᏗᎪᏩᏘᎭ	e¹di²gowh²tị³ha	ee1dii2gowh2ti3ha
ᎢᏃᎵᎦ	i¹nohl²ga²	ii1nohl2ga2
ᎤᎾᏚᎳ	u¹nạ²du²³la²	uu1na2duu23la2
ᎡᏥᎪᏩᏘᎭ	e¹ji²gowh²tị³ha	ee1jii2gowh2ti3ha
ᎢᏙᎵᎦ	i¹dohl²ga²	ii1dohl2ga2
ᎣᎪᎵᎦ	o¹gohl²ga²	oo1gohl2ga2
ᎨᎾᏚᎸᎲᎢ	ge²nạ²du²lv²hv²³ɂi	gee2na2duu2lvv2hvv23-i
ᎨᏓᏚᎸᎲᎢ	ge²dạ²du²lv²hv²³ɂi	gee2da2duu2lvv2hvv23-i
ᎨᏥᎪᏩᏘᎭ	ge²ji²gowh²tị³ha	gee2jii2gowh2ti3ha
ᎬᏆᏚᎸᎲᎢ	gv²gwạ²du²lv²hv²³ɂi	gvv2gwa2duu2lvv2hvv23-i
ᎯᏯᏚᎵᎭ	hi²yạ²du²lị³ha	hii2ya2duu2li3ha
ᏍᎩᎪᏩᏘᎭ	sgị²gowh²tị³ha	sgii2gowh2ti3ha
ᏓᏆᏚᎵᏍᎪᎢ	da¹gwạ²du²li²³sgọ³ɂi	daa1gwa2duu2lii23sgo3-i
ᏕᏣᏚᎵᏍᎪᎢ	de²jạ²du²li²³sgọ³ɂi	dee2ja2duu2lii23sgo3-i
ᏕᎦᏚᎵᏍᎪᎢ	de³gạ²du²li²³sgọ³ɂi	dee3ga2duu2lii23sgo3-i
ᏫᏧᏚᎳ	wị²ju²du²³la	wi2juu2duu23la
ᏙᎦᏚᎵᏍᎪᎢ	do¹gạ²du²li²³sgọ³ɂi	doo1ga2duu2lii23sgo3-i
ᎡᏍᏗᎪᏩᏘᎭ	e¹sdi²gowh²tị³ha	ee1sdii2gowh2ti3ha
ᏗᏍᏓᏚᎳ	dị²sdạ²du²³la	di2sda2duu23la
ᎥᎩᎪᏩᏘᎭ	v¹gị²gowh²tị³ha	vv1gi2gowh2ti3ha
ᎨᏍᏗᎪᏩᏛᏗ	ge²sdi²gowh²tvh³di	gee2sdii2gowh2tvh3di
ᏗᏥᎪᏩᏔ	dị²ji²go¹wah²ta	di2jii2goo1wah2ta
ᎢᏨᏯᏚᎳ	i¹jv²yạ²du²³la²	ii1jvv2ya2duu23la2
ᏫᏍᏛᎪᏩᏔ	wị²sdv²go¹wah²ta	wi2sdvv2goo1wah2ta
ᏍᏓᏓᏚᎸᎲᎢ	sdạ²dạ²du²lv²hv²³ɂi	sdaa2da2duu2lvv2hvv23-i
ᏫᎬᏯᏚᎳ	wị²gv²yạ²du²³la	wi2gvv2ya2duu23la
ᏫᏥᏯᏚᎳ	wị²ji²yạ²du²³la	wi2jii2ya2duu23la
ᎢᏣᏓᏚᎸᎲᎢ	i¹jạ²dạ²du²lv²hv²³ɂi	ii1ja2da2duu2lvv2hvv23-i
ᎣᎩᏃᎵᎦ	o¹gị²nohl²ga²	oo1gi2nohl2ga2
ᏫᏧᎾᏚᎳ	wị²ju¹nạ²du²³la	wi2juu1na2duu23la
ᏫᎨᎩᎪᏩᏔ	wị²ge²gi²go¹wah²ta	wi2gee2gii2goo1wah2ta
ᏫᎪᎩᎪᏩᏔ	wị²go²gi²go¹wah²ta	wi2goo2gii2goo1wah2ta
ᏫᎪᏥᎪᏩᏔ	wị²go²ji²go¹wah²ta	wi2goo2jii2goo1wah2ta
ᏍᎩᏂᎪᏩᏔ	sgị²ni²go¹wah²ta²	sgi2nii2goo1wah2ta2
ᏕᎩᎾᏚᎵᏍᎪᎢ	de²gị²nạ²du²li²³sgọ³ɂi	dee2gi2na2duu2lii23sgo3-i
ᎡᎩᏂᎪᏩᏘᎭ	e¹gị²ni²gowh²tị³ha	ee1gi2nii2gowh2ti3ha
ᏕᏣᏓᏚᎸᎲᎢ	de³jạ²dạ²du²lv²hv²³ɂi	dee3ja2da2duu2lvv2hvv23-i
ᏙᎩᎾᏚᎵᏍᎪᎢ	do¹gị²nạ²du²li²³sgọ³ɂi	doo1gi2na2duu2lii23sgo3-i
ᏕᏍᏓᏓᏚᎸᎲᎢ	de²sdạ²dạ²du²lv²hv²³ɂi	dee2sdaa2da2duu2lvv2hvv23-i
ᏫᎪᏍᏗᎪᏩᏔ	wị²go²sdi²go¹wah²ta	wi2goo2sdii2goo1wah2ta
ᏫᎨᎩᏂᎪᏩᏔ	wị²ge²gị²ni²go¹wah²ta	wi2gee2gi2nii2goo1wah2ta
ᏫᎪᎩᏂᎪᏩᏔ	wị²go²gị²ni²go¹wah²ta	wi2goo2gi2nii2goo1wah2ta
ᎤᏚᎳ	u²du²³la²	uu2duu23la2
ᏣᏚᎳ	jạ²du²³la	ja2duu23la
ᎯᎷᎦ	hịɂ²lu¹ga²	hi-2luu1ga2
ᏍᏕᏅᏍᏗ	sde²nv¹sdi	sdee2nvv1sdi
ᏚᏚᎸᎲᎢ	du²du²lv²hv²³ɂi	duu2duu2lvv2hvv23-i
ᏍᏆᏚᎸᎲᎢ	sgwạ²du²lv²hv²³ɂi	sgwa2duu2lvv2hvv23-i
ᎠᏂᎷᎦ	a¹niɂ²lu¹ga²	aa1ni-2luu1ga2
ᏩᎪᏩᏔ	wạ²go¹wah²ta	wa2goo1wah2ta
ᎢᏣᏘᏗ	i¹jạt²di	ii1jat2di
ᎢᎦᏤᎵᎢ	i¹gạ²je²li⁴ɂi	ii1gaa2jee2lii4-i
ᎣᎦᏤᎵᎢ	o¹gạ²je²li⁴ɂi	oo1gaa2jee2lii4-i
ᎡᎦᏚᎸᎲᎢ	e¹gạ²du²lv²hv²³ɂi	ee1ga2duu2lvv2hvv23-i
ᎠᏉᎵᎪᎢ	a¹gwohl²go³ɂi	aa1gwohl2goo3-i
ᎡᎾᏚᎸᎲᎢ	e¹nạ²du²lv²hv²³ɂi	ee1na2duu2lvv2hvv23-i
ᎢᏂᎪᏩᏔ	i¹ni²go¹wah²ta	ii1nii2goo1wah2ta
ᎡᏓᏚᎸᎲᎢ	e¹dạ²du²lv²hv²³ɂi	ee1da2duu2lvv2hvv23-i
ᎢᏗᎪᏩᏔ	i¹di²go¹wah²ta	ii1dii2goo1wah2ta
ᎡᏣᏚᎸᎲᎢ	e¹jạ²du²lv²hv²³ɂi	ee1ja2duu2lvv2hvv23-i
ᎣᏦᎵᏍᏗ	o¹jo²li³sdi	oo1joo2lii3sdi
ᎤᎾᏚᎸᏗ	u¹nạ²duhl²di	uu1na2duhl2di
ᎣᎩᎾᏤᎵᎢ	o¹gị²nạ²je²li⁴ɂi	oo1gi2naa2jee2lii4-i
ᎥᏆᏚᎸᎲᎢ	v¹gwạ²du²lv²hv²³ɂi	vv1gwa2duu2lvv2hvv23-i
ᎨᎦᏚᎸᎲᎢ	ge²gạ²du²lv²hv²³ɂi	gee2ga2duu2lvv2hvv23-i
ᎪᎦᏚᎸᎲᎢ	go²gạ²du²lv²hv²³ɂi	goo2ga2duu2lvv2hvv23-i
ᎪᏣᏚᎸᎲᎢ	go²jạ²du²lv²hv²³ɂi	goo2ja2duu2lvv2hvv23-i
ᎩᎾᏚᎳ	gị²nạ²du²³la	gi2na2duu23la
ᎬᏯᏚᎸᎲᎢ	gv²yạ²du²lv²hv²³ɂi	gvv2ya2duu2lvv2hvv23-i
ᏫᎪᎵᎩ	wị²go²li¹gi	wi2goo2lii1gi
ᎯᏯᏚᎸᎲᎢ	hi²yạ²du²lv²hv²³ɂi	hii2ya2duu2lvv2hvv23-i
ᎣᏍᏙᎵᏍᏗ	o¹sdo²li³sdi	oo1sdoo2lii3sdi
ᏕᏣᏚᎸᎲᎢ	de³jạ²du²lv²hv²³ɂi	dee3ja2duu2lvv2hvv23-i
ᎠᏥᎪᏩᏘᎭ	a¹jị²gowh²tị³ha	aa1ji2gowh2ti3ha
ᏚᎾᏚᎸᎲᎢ	du¹nạ²du²lv²hv²³ɂi	duu1na2duu2lvv2hvv23-i
ᏥᏯᏚᎸᎲᎢ	ji²yạ²du²lv²hv²³ɂi	jii2ya2duu2lvv2hvv23-i
ᎡᏍᏓᏚᎸᎲᎢ	e¹sdạ²du²lv²hv²³ɂi	ee1sda2duu2lvv2hvv23-i
ᏗᏍᏗᎪᏩᏔ	dị²sdi²go¹wah²ta	di2sdii2goo1wah2ta
ᎪᏍᏓᏚᎸᎲᎢ	go²sdạ²du²lv²hv²³ɂi	goo2sda2duu2lvv2hvv23-i
ᎢᏨᏯᏚᎸᏗ	i¹jv²yạ²duhl²di	ii1jvv2ya2duhl2di
ᎨᏂᎪᏩᏘᎭ	ge²ni²gowh²tị³ha	gee2nii2gowh2ti3ha
ᏍᎩᏃᎵᏨᎢ	sgị²no²li²jv²³ɂi	sgi2noo2lii2jvv23-i
ᎨᏍᏗᎪᏩᏘᎭ	ge²sdi²gowh²tị³ha	gee2sdii2gowh2ti3ha
ᎨᏗᎪᏩᏘᎭ	ge²di²gowh²tị³ha	gee2dii2gowh2ti3ha
ᏍᏓᏓᏚᎵᏍᎪᎢ	sdạ²dạ²du²li²³sgọ³ɂi	sdaa2da2duu2lii23sgo3-i
ᎡᎩᎾᏚᎸᎲᎢ	e¹gị²nạ²du²lv²hv²³ɂi	ee1gi2na2duu2lvv2hvv23-i
ᎢᏍᎩᏯᏚᎸᎲᎢ	i¹sgi²yạ²du²lv²hv²³ɂi	ii1sgii2ya2duu2lvv2hvv23-i
ᎢᏣᏓᏚᎵᏍᎪᎢ	i¹jạ²dạ²du²li²³sgọ³ɂi	ii1ja2da2duu2lii23sgo3-i
ᏫᎨᏥᎪᏩᏔ	wị²ge²ji²go¹wah²ta	wi2gee2jii2goo1wah2ta
ᎦᎯᏯᏚᎸᎲᎢ	gạ²hi²yạ²du²lv²hv²³ɂi	ga2hii2ya2duu2lvv2hvv23-i
ᎦᏥᏯᏚᎸᎲᎢ	gạ²ji²yạ²du²lv²hv²³ɂi	ga2jii2ya2duu2lvv2hvv23-i
ᎨᎩᎾᏚᎸᎲᎢ	ge²gị²nạ²du²lv²hv²³ɂi	gee2gi2na2duu2lvv2hvv23-i
ᎪᎩᎾᏚᎸᎲᎢ	go²gị²nạ²du²lv²hv²³ɂi	goo2gi2na2duu2lvv2hvv23-i
ᏫᏍᏛᏲᎵᎩ	wị²sdv²yo²li¹gi	wi2sdvv2yoo2lii1gi
ᏕᏣᏓᏚᎵᏍᎪᎢ	de³jạ²dạ²du²li²³sgọ³ɂi	dee3ja2da2duu2lii23sgo3-i
ᏕᏍᏓᏓᏚᎵᏍᎪᎢ	de²sdạ²dạ²du²li²³sgọ³ɂi	dee2sdaa2da2duu2lii23sgo3-i
ᏫᎬᎩᎪᏩᏔ	wị²gv²gi²go¹wah²ta	wi2gvv2gii2goo1wah2ta
ᎤᏚᎸᏗ	u²duhl²di	uu2duhl2di
ᎬᎪᏩᏘᏍᎪᎢ	gv²gowh²ti²³sgọ³ɂi	gvv2gowh2tii23sgo3-i
ᏚᏚᎵᏍᎪᎢ	du²du²li²³sgọ³ɂi	duu2duu2lii23sgo3-i
ᎯᎪᏩᏘᏍᎪᎢ	hi²gowh²ti²³sgọ³ɂi	hii2gowh2tii23sgo3-i
ᎰᎵᎪᎢ	hohl²go³ɂi	hohl2goo3-i
ᏥᎪᏩᏘᏍᎪᎢ	ji²gowh²ti²³sgọ³ɂi	jii2gowh2tii23sgo3-i
ᏍᏕᎪᎢ	sde³gọ³ɂi	sdee3go3-i
ᏦᎵᎪᎢ	johl²go³ɂi	johl2goo3-i
ᏍᏆᏚᎵᏍᎪᎢ	sgwạ²du²li²³sgọ³ɂi	sgwa2duu2lii23sgo3-i
ᎢᏤᏅᏍᏗ	i¹je²nv¹sdi	ii1jee2nvv1sdi
ᎢᏂᎷᎦ	i¹niɂ²lu¹ga²	ii1ni-2luu1ga2
ᎠᎦᏚᎵᏍᎪᎢ	a¹gạ²du²li²³sgọ³ɂi	aa1ga2duu2lii23sgo3-i
ᎢᏗᎷᎦ	i¹diɂ²lu¹ga²	ii1di-2luu1ga2
ᎤᏁᏅᏒᎢ	u¹ne²nv³sv²³ɂi	uu1nee2nvv3svv23-i
ᎠᏃᎵᎪᎢ	a¹nohl²go³ɂi	aa1nohl2goo3-i
ᎡᎦᏚᎵᏍᎪᎢ	e¹gạ²du²li²³sgọ³ɂi	ee1ga2duu2lii23sgo3-i
ᎢᎦᏚᎳ	i¹gạ²du²³la	ii1ga2duu23la
ᎡᎾᏚᎵᏍᎪᎢ	e¹nạ²du²li²³sgọ³ɂi	ee1na2duu2lii23sgo3-i
ᎡᏓᏚᎵᏍᎪᎢ	e¹dạ²du²li²³sgọ³ɂi	ee1da2duu2lii23sgo3-i
ᎡᏣᏚᎵᏍᎪᎢ	e¹jạ²du²li²³sgọ³ɂi	ee1ja2duu2lii23sgo3-i
ᏩᏆᏚᎳ	wa¹gwạ²du²³la	waa1gwa2duu23la
ᎥᏆᏚᎵᏍᎪᎢ	v¹gwạ²du²li²³sgọ³ɂi	vv1gwa2duu2lii23sgo3-i
ᎣᎪᎵᎪᎢ	o¹gohl²go³ɂi	oo1gohl2goo3-i
ᎨᎦᏚᎵᏍᎪᎢ	ge²gạ²du²li²³sgọ³ɂi	gee2ga2duu2lii23sgo3-i
ᎣᏦᎵᎦ	o¹jo²li¹ga²	oo1joo2lii1ga2
ᎨᎾᏚᎵᏍᎪᎢ	ge²nạ²du²li²³sgọ³ɂi	gee2na2duu2lii23sgo3-i
ᎨᏓᏚᎵᏍᎪᎢ	ge²dạ²du²li²³sgọ³ɂi	gee2da2duu2lii23sgo3-i
ᎨᏣᏚᎸᎲᎢ	ge²jạ²du²lv²hv²³ɂi	gee2ja2duu2lvv2hvv23-i
ᎪᎦᏚᎵᏍᎪᎢ	go²gạ²du²li²³sgọ³ɂi	goo2ga2duu2lii23sgo3-i
ᎪᏣᏚᎵᏍᎪᎢ	go²jạ²du²li²³sgọ³ɂi	goo2ja2duu2lii23sgo3-i
ᎬᏆᏚᎵᏍᎪᎢ	gv²gwạ²du²li²³sgọ³ɂi	gvv2gwa2duu2lii23sgo3-i
ᏫᎪᎵᎩ	wị²gohl²gi	wi2gohl2gi
ᏚᎾᏚᎵᏍᎪᎢ	du¹nạ²du²li²³sgọ³ɂi	duu1na2duu2lii23sgo3-i
ᎡᏍᏓᏚᎵᏍᎪᎢ	e¹sdạ²du²li²³sgọ³ɂi	ee1sda2duu2lii23sgo3-i
ᎢᏍᎩᎪᏩᏘᏍᎪᎢ	i¹sgi²gowh²ti²³sgọ³ɂi	ii1sgii2gowh2tii23sgo3-i
ᎣᏍᏙᎵᎦ	o¹sdo²li¹ga²	oo1sdoo2lii1ga2
ᎢᏨᏲᎵᏨᎢ	i¹jv²yo²li²jv²³ɂi	ii1jvv2yoo2lii2jvv23-i
ᎦᎯᎪᏩᏘᏍᎪᎢ	gạ²hi²gowh²ti²³sgọ³ɂi	ga2hii2gowh2tii23sgo3-i
ᎪᏍᏓᏚᎵᏍᎪᎢ	go²sdạ²du²li²³sgọ³ɂi	goo2sda2duu2lii23sgo3-i
ᎩᏃᎵᎪᎢ	gị²nohl²go³ɂi	gi2nohl2goo3-i
ᎦᏥᎪᏩᏘᏍᎪᎢ	gạ²ji²gowh²ti²³sgọ³ɂi	ga2jii2gowh2tii23sgo3-i
ᏕᏍᏓᏚᎵᎭ	de²sdạ²du²lị³ha	dee2sda2duu2li3ha
ᏍᎩᏃᎵᏨᎢ	sgi²̣nohl²jv²³ɂi	sgii2nohl2jvv23-i
ᎡᎩᎾᏚᎵᏍᎪᎢ	e¹gị²nạ²du²li²³sgọ³ɂi	ee1gi2na2duu2lii23sgo3-i
ᎣᎩᏃᎵᎪᎢ	o¹gị²nohl²go³ɂi	oo1gi2nohl2goo3-i
ᏕᏥᎪᏩᏘᎭ	de³ji²gowh²tị³ha	dee3jii2gowh2ti3ha
ᎨᎩᎾᏚᎵᏍᎪᎢ	ge²gị²nạ²du²li²³sgọ³ɂi	gee2gi2na2duu2lii23sgo3-i
ᎪᎩᎾᏚᎵᏍᎪᎢ	go²gị²nạ²du²li²³sgọ³ɂi	goo2gi2na2duu2lii23sgo3-i
ᏍᏓᏓᎪᏩᏘᏍᎪᎢ	sdạ²da²gowh²ti²³sgọ³ɂi	sdaa2daa2gowh2tii23sgo3-i
ᏫᏍᏛᏲᎵᎩ	wị²sdv²yohl²gi	wi2sdvv2yohl2gi
ᏫᎨᏍᏓᏚᎳ	wị²ge²sdạ²du²³la	wi2gee2sda2duu23la
ᎢᏣᏓᎪᏩᏘᏍᎪᎢ	i¹jạ²da²gowh²ti²³sgọ³ɂi	ii1ja2daa2gowh2tii23sgo3-i
ᏕᏣᏓᎪᏩᏘᏍᎪᎢ	de³jạ²da²gowh²ti²³sgọ³ɂi	dee3ja2daa2gowh2tii23sgo3-i
ᏕᏍᏓᏓᎪᏩᏘᏍᎪᎢ	de²sdạ²da²gowh²ti²³sgọ³ɂi	dee2sdaa2daa2gowh2tii23sgo3-i
ᏭᏲᏏᏌ	wu¹yo¹si²³sa	wuu1yoo1sii23sa
ᎠᎩᏍᎪᎢ	ạ²gi³sgo³ɂi	a2gii3sgoo3-i
ᎯᎪᏩᏔ	hị²go¹wah²ta	hi2goo1wah2ta
ᏣᏚᎳ	jạ²du²³la²	ja2duu23la2
ᏍᏗᎩᏍᏗ	sdi²gi¹sdi	sdii2gii1sdi
ᏥᎩᏍᎪᎢ	jị²gi³sgo³ɂi	ji2gii3sgoo3-i
ᎠᏆᏚᎳ	a¹gwạ²du²³la²	aa1gwa2duu23la2
ᎢᏤᎪᎢ	i¹je³gọ³ɂi	ii1jee3go3-i
ᎡᎩᎪᏩᏘᏍᎪᎢ	e¹gi²gowh²ti²³sgọ³ɂi	ee1gii2gowh2tii23sgo3-i
ᎡᏂᎪᏩᏘᏍᎪᎢ	e¹ni²gowh²ti²³sgọ³ɂi	ee1nii2gowh2tii23sgo3-i
ᎢᎪᎵᎪᎢ	i¹gohl²go³ɂi	ii1gohl2goo3-i
ᏩᏂᎪᏩᏔ	wa¹ni²go¹wah²ta	waa1nii2goo1wah2ta
ᎡᏗᎪᏩᏘᏍᎪᎢ	e¹di²gowh²ti²³sgọ³ɂi	ee1dii2gowh2tii23sgo3-i
ᎢᏃᎵᎪᎢ	i¹nohl²go³ɂi	ii1nohl2goo3-i
ᎡᏥᎪᏩᏘᏍᎪᎢ	e¹ji²gowh²ti²³sgọ³ɂi	ee1jii2gowh2tii23sgo3-i
ᎢᏙᎵᎪᎢ	i¹dohl²go³ɂi	ii1dohl2goo3-i
ᎤᏂᎪᎲᎢ	u¹ni²go²hv²³ɂi	uu1nii2goo2hvv23-i
ᏬᎦᏚᎳ	wo¹gạ²du²³la	woo1ga2duu23la
ᎣᏦᎵᎦ	o¹johl²ga²	oo1johl2ga2
ᎨᏣᏚᎵᏍᎪᎢ	ge²jạ²du²li²³sgọ³ɂi	gee2ja2duu2lii23sgo3-i
ᎨᎩᎪᏩᏘᏍᎪᎢ	ge²gi²gowh²ti²³sgọ³ɂi	gee2gii2gowh2tii23sgo3-i
ᎬᏯᏚᎵᏍᎪᎢ	gv²yạ²du²li²³sgọ³ɂi	gvv2ya2duu2lii23sgo3-i
ᎪᎩᎪᏩᏘᏍᎪᎢ	go²gi²gowh²ti²³sgọ³ɂi	goo2gii2gowh2tii23sgo3-i
ᎯᏯᏚᎵᏍᎪᎢ	hi²yạ²du²li²³sgọ³ɂi	hii2ya2duu2lii23sgo3-i
ᎪᏥᎪᏩᏘᏍᎪᎢ	go²ji²gowh²ti²³sgọ³ɂi	goo2jii2gowh2tii23sgo3-i
ᏍᎩᎪᏩᏘᏍᎪᎢ	sgị²gowh²ti²³sgọ³ɂi	sgii2gowh2tii23sgo3-i
ᎠᏥᎪᏩᏘᏍᎪᎢ	a¹jị²gowh²ti²³sgọ³ɂi	aa1ji2gowh2tii23sgo3-i
ᎡᏍᏗᎪᏩᏘᏍᎪᎢ	e¹sdi²gowh²ti²³sgọ³ɂi	ee1sdii2gowh2tii23sgo3-i
ᏥᏯᏚᎵᏍᎪᎢ	ji²yạ²du²li²³sgọ³ɂi	jii2ya2duu2lii23sgo3-i
ᎥᎩᎪᏩᏘᏍᎪᎢ	v¹gị²gowh²ti²³sgọ³ɂi	vv1gi2gowh2tii23sgo3-i
ᎩᎾᏚᎳ	gị²nạ²du²³la²	gi2na2duu23la2
ᎣᏍᏙᎵᎦ	o²sdohl²ga²	oo2sdohl2ga2
ᎢᏨᏲᎵᏨᎢ	i¹jv²yohl²jv²³ɂi	ii1jvv2yohl2jvv23-i
ᎨᏂᎪᏩᏘᏍᎪᎢ	ge²ni²gowh²ti²³sgọ³ɂi	gee2nii2gowh2tii23sgo3-i
ᎨᏗᎪᏩᏘᏍᎪᎢ	ge²di²gowh²ti²³sgọ³ɂi	gee2dii2gowh2tii23sgo3-i
ᏍᎩᎾᏚᎵᎭ	sgị²nạ²du²lị³ha	sgi2na2duu2li3ha
ᏗᏍᏓᏚᎸᏗ	dị²sdạ²duhl²di	di2sda2duhl2di
ᎪᏍᏗᎪᏩᏘᏍᎪᎢ	go²sdi²gowh²ti²³sgọ³ɂi	goo2sdii2gowh2tii23sgo3-i
ᎬᎩᎪᏩᏘᏍᎪᎢ	gv²gi²gowh²ti²³sgọ³ɂi	gvv2gii2gowh2tii23sgo3-i
ᏗᏥᎪᏩᏛᏗ	dị²ji²gowh²tvh³di	di2jii2gowh2tvh3di
ᎢᏍᎩᏯᏚᎵᏍᎪᎢ	i¹sgi²yạ²du²li²³sgọ³ɂi	ii1sgii2ya2duu2lii23sgo3-i
ᏬᎩᎾᏚᎳ	wo¹gị²nạ²du²³la	woo1gi2na2duu23la
ᎦᎯᏯᏚᎵᏍᎪᎢ	gạ²hi²yạ²du²li²³sgọ³ɂi	ga2hii2ya2duu2lii23sgo3-i
ᎦᏥᏯᏚᎵᏍᎪᎢ	gạ²ji²yạ²du²li²³sgọ³ɂi	ga2jii2ya2duu2lii23sgo3-i
ᎡᎩᏂᎪᏩᏘᏍᎪᎢ	e¹gị²ni²gowh²ti²³sgọ³ɂi	ee1gi2nii2gowh2tii23sgo3-i
ᏫᎨᏍᏗᎪᏩᏔ	wị²ge²sdi²go¹wah²ta	wi2gee2sdii2goo1wah2ta
ᎨᎩᏂᎪᏩᏘᏍᎪᎢ	ge²gị²ni²gowh²ti²³sgọ³ɂi	gee2gi2nii2gowh2tii23sgo3-i
ᎪᎩᏂᎪᏩᏘᏍᎪᎢ	go²gị²ni²gowh²ti²³sgọ³ɂi	goo2gi2nii2gowh2tii23sgo3-i
ᎤᎪᏩᏛᏗ	u¹gowh²tvh³di	uu1gowh2tvh3di
ᎯᎴᎪᎢ	hịɂ³le¹go³ɂi	hi-3lee1goo3-i
ᏣᏚᎸᏗ	jạ²duhl²di	ja2duhl2di
ᏍᏗᎩᎠ	sdi²gị³ɂa	sdii2gi3-a
ᎠᎪᏩᏔ	ạ²go¹wah²ta²	a2goo1wah2ta2
ᎢᏥᎩᏍᏗ	i¹ji²gi¹sdi	ii1jii2gii1sdi
ᎠᏂᎩᏍᎪᎢ	a¹ni²gi³sgo³ɂi	aa1nii2gii3sgoo3-i
ᏬᏥᎷᎦ	wo¹jiɂ²lu¹ga	woo1ji-2luu1ga
ᎠᏆᏚᎸᏗ	a¹gwạ²duhl²di	aa1gwa2duhl2di
ᎢᏂᎩᏍᎪᎢ	i¹ni²gi³sgo³ɂi	ii1nii2gii3sgoo3-i
ᎢᏗᎩᏍᎪᎢ	i¹di²gi³sgo³ɂi	ii1dii2gii3sgoo3-i
ᏥᎪᏩᏔ	jị²go¹wah²ta²	ji2goo1wah2ta2
ᏬᏍᏗᎷᎦ	wo²sdiɂ²lu¹ga	woo2sdi-2luu1ga
