ᎤᎭ|ù:ha|u¹ha|He has something solid|uu1ha
ᎨᏣᎪᏩᏘᎭ|ge:jagowhtíha|ge²jạ²gowh²tị³ha|They are seeing you (1)|gee2ja2gowh2ti3ha
ᏕᏍᏓᏓᎧᎲᎢ|de:sdada:kahv̌:ɂi|de²sdạ²da²kạ²hv²³ɂi|You both had each other a while ago|dee2sdaa2daa2ka2hvv23-i
ᏩᏉᎵᎩ|wà:gwohlgi|wa¹gwohl²gi|Let him recognize me|waa1gwohl2gi
ᎠᏃᎵᎦ|à:nohlga|a¹nohl²ga|They understand it; They recognize him|aa1nohl2ga
ᎦᎯᏯᏚᎸᎲᎢ|gahi:yadu:lv:hv̌:ɂi|gạ²hi²yạ²du²lv²hv²³ɂi|You (1) wanted them (animate) a while ago|ga2hii2ya2duu2lvv2hvv23-i
ᏣᎪᎲᎢ|jago:hv̌:ɂi|jạ²go²hv²³ɂi|You (1) saw it a while ago; He saw you (1) a while ago|ja2goo2hvv23-i
ᎣᏥᎪᎲᎢ|ò:ji:go:hv̌:ɂi|o¹ji²go²hv²³ɂi|They and I saw him a while ago|oo1jii2goo2hvv23-i
ᎣᏍᏗᎪᎲᎢ|ò:sdi:go:hv̌:ɂi|o¹sdi²go²hv²³ɂi|He and I saw him a while ago|oo1sdii2goo2hvv23-i
ᏣᏥ|jaji|jạ²ji|xShe, your one's mother|ja2ji
ᎤᏲᏏᎭ|ù:yó:siha|u¹yo³sị²ha|He is hungry|uu1yoo3si2ha
ᏍᏛᏯᎦᏙᏍᏙᏗ|sdv:yagà:tǒ:sdóhdi|sdv²yạ²ga¹to²³sdoh³di|For me to look at you both; For we two to look at you (1) or you both|sdvv2ya2gaa1too23sdoh3di
ᏕᎾᏚᎩᏍᎪᎢ|dé:nà:tǔ:gî:sgó:ɂi|de³na¹tu²³gi³²sgo³ɂi|You (1) and I usually are drinking alcoholic drinks|dee3naa1tuu23gii32sgoo3-i
ᎣᎩᎸᏍᏗ|ò:gi:lv̀:sdi|o¹gi²lv¹sdi|For them and me to climb it|oo1gii2lvv1sdi
ᎣᎩᏂᎸᏍᏗ|ò:gini:lv̀:sdi|o¹gị²ni²lv¹sdi|For him and me to climb it|oo1gi2nii2lvv1sdi
ᎢᎩᎸᏒᎢ|ì:gi:lv̂:sv̌:ɂi|i¹gi²lv³²sv²³ɂi|All of us climbed it a while ago|ii1gii2lvv32svv23-i
ᏙᏍᏓᏚᎩᏍᎪᎢ|dò:sdà:tǔ:gî:sgó:ɂi|do¹sda¹tu²³gi³²sgo³ɂi|He and I usually are drinking alcoholic drinks|doo1sdaa1tuu23gii32sgoo3-i
ᏕᏥᏚᏅᎢ|dé:jí:du:hnv̌:ɂi|de³ji³du²hnv²³ɂi|You all baked things a while ago|dee3jii3duu2hnvv23-i
ᏕᏥᏍᏗᎩᎠ|de:jìsdǐ:gíɂa|de²jị¹sdi²³gị³ɂa|I am eating rod shaped things|dee2ji1sdii23gi3-a
ᏕᏍᏗᏚᏅᎢ|de:sdí:du:hnv̌:ɂi|de²sdi³du²hnv²³ɂi|You both baked things a while ago|dee2sdii3duu2hnvv23-i
ꮪꮹᏚᏅᎢ|du:wá:du:hnv̌:ɂi|du²wa³du²hnv²³ɂi|He baked things a while ago|duu2waa3duu2hnvv23-i
ᎤᏂᎾᎠ|ù:ni:náɂa|u¹ni²nạ³ɂa|They have something flexible|uu1nii2na3-a
ᎯᏍᏗᎦ|hisdǐ:ga|hị²sdi²³ga|Let you (1) eat something rod shaped|hi2sdii23ga
ᏕᎬᎩᎧᎮᏍᏗ|de:gv:gikahé:sdi|de²gv²gị²kạ²he³sdi|They will be having me|dee2gvv2gi2ka2hee3sdi
ᎡᏣᎦᏙᏍᏔᏅᎢ|è:jà:ktǒ:stánv̌:ɂi|e¹ja¹kto²³stạ³nv²³ɂi|You (1) were looked at a while ago|ee1jaa1ktoo23sta3nvv23-i
ᏣᎮᏍᏗ|jahé:sdi|jạ²he³sdi|You (1) will be having something solid|ja2hee3sdi
ᎠᎩᏰᏍᏗ|à:gihyè:sdi|a¹gị²hye¹sdi|For me to eat something flexible|aa1gi2hyee1sdi
ᎨᏣᎦᏙᏍᏔᏅᎢ|ge:jà:ktǒ:stánv̌:ɂi|ge²ja¹kto²³stạ³nv²³ɂi|They looked at you (1) a while ago|gee2jaa1ktoo23sta3nvv23-i
ᏕᎪᎵᏨᎢ|dé:gohljv̌:ɂi|de³gohl²jv²³ɂi|All of us understood things a while ago|dee3gohl2jvv23-i
ᏙᎪᎵᏨᎢ|dò:gohljv̌:ɂi|do¹gohl²jv²³ɂi|They and I understood things a while ago|doo1gohl2jvv23-i
ᏚᏃᎵᏨᎢ|dù:nohljv̌:ɂi|du¹nohl²jv²³ɂi|They understood things a while ago; They recognized them (animate) a while ago|duu1nohl2jvv23-i
ᏕᎩᏃᎵᏨᎢ|de:ginohljv̌:ɂi|de²gị²nohl²jv²³ɂi|You (1) and I understood things a while ago|dee2gi2nohl2jvv23-i
ᏙᎩᏃᎵᏨᎢ|dò:ginohljv̌:ɂi|do¹gị²nohl²jv²³ɂi|He and I understood things a while ago|doo1gi2nohl2jvv23-i
ᏕᎨᏂᎧᎰᎢ|de:ge:ni:kahó:ɂi|de²ge²ni²kạ²ho³ɂi|You (1) and I usually have living things|dee2gee2nii2ka2hoo3-i
ᏕᎨᏗᎧᎰᎢ|de:ge:di:kahó:ɂi|de²ge²di²kạ²ho³ɂi|All of us usually have living things|dee2gee2dii2ka2hoo3-i
ᏕᎨᏥᎧᎰᎢ|de:ge:ji:kahó:ɂi|de²ge²ji²kạ²ho³ɂi|You all usually have living things; Someone often has them|dee2gee2jii2ka2hoo3-i
ᏕꮸꮿᎧᎰᎢ|dé:jv:ya:kahó:ɂi|de³jv²ya²kạ²ho³ɂi|I, we two, or we all usually have you all; We all usually have you (1), two|dee3jvv2yaa2ka2hoo3-i
ᏥᏙᏓ|ji:do:da|ji²do²da|I, his father|jii2doo2da
ᎠᎩᏲᏏᏌ|à:giyò:sǐ:sā|a¹gị²yo¹si²³sa²|I was recently hungry|aa1gi2yoo1sii23sa2
ᎠᎦᎦᏙᏍᏙᏗ|à:gagà:tǒ:sdóhdi|a¹gạ²ga¹to²³sdoh³di|For him to be looked at|aa1ga2gaa1too23sdoh3di
ᏕᎦᎦᏙᏍᏗᏍᎪᎢ|de:gà:gà:tǒ:sdí:sgó:ɂi|de²ga¹ga¹to²³sdi³sgo³ɂi|I am often looking at them (inanimate)|dee2gaa1gaa1too23sdii3sgoo3-i
ᎢᎩᎸᏍᏗ|ì:gi:lv̀:sdi|i¹gi²lv¹sdi|For all of us to climb it|ii1gii2lvv1sdi
ᏣᎸᏒᎢ|jalv̂:sv̌:ɂi|jạ²lv³²sv²³ɂi|You (1) climbed it a while ago|ja2lvv32svv23-i
ᏓᎩᏍᏗᎬᎢ|dà:gìsdí:gv̌:ɂi|da¹gị¹sdi³gv²³ɂi|I ate rod shaped things a while ago|daa1gi1sdii3gvv23-i
ᏗᏥᏁᏗ|dì:ji:nehdi|di¹ji²neh²di|For you all to have a liquid|dii1jii2neh2di
ᏍᏓᏗᎭ|sdadiha|sdạ²dị²ha|You both are saying|sda2di2ha
ᏕᎦᏚᎲᏍᎦ|de:gádu:hv́sga|de²gạ³du²hṿ³sga|He is baking things|dee2ga3duu2hv3sga
ᎤᎥᏰᏍᏗ|ù:jv̌:yê:sdi|u¹jv²³ye³²sdi|He will be having something rod shaped|uu1jvv23yee32sdi
ᎤᏂᏁᎰᎢ|ù:ni:ne:hó:ɂi|u¹ni²ne²ho³ɂi|They usually have a liquid|uu1nii2nee2hoo3-i
ᎣᎩᎾᎠ|ò:gi:náɂa|o¹gi²nạ³ɂa|They and I have something flexible|oo1gii2na3-a
ᎣᎩᏂᎾᎠ|ò:gini:náɂa|o¹gị²ni²nạ³ɂa|He and I have something flexible|oo1gi2nii2na3-a
ᎯᏍᏗᎦ|hisdǐ:gā|hị²sdi²³ga²|You (1) recently ate something rod shaped|hi2sdii23ga2
ᎡᏣᎦᏙᏍᏗᏍᎪᎢ|è:jà:ktǒ:sdí:sgó:ɂi|e¹ja¹kto²³sdi³sgo³ɂi|You (1) are often looked at|ee1jaa1ktoo23sdii3sgoo3-i
ᎣᏥᏍᏗᎦ|ò:ji:sdǐ:gā|o¹ji²sdi²³ga²|They and I recently ate something rod shaped|oo1jii2sdii23ga2
ᎣᏍᏗᏍᏗᎦ|ò:sdi:sdǐ:gā|o¹sdi²sdi²³ga²|He and I recently ate something rod shaped|oo1sdii2sdii23ga2
ᎨᎩᎪᏩᏘᎭ|ge:gi:gowhtíha|ge²gi²gowh²tị³ha|They are seeing all of us|gee2gii2gowh2ti3ha
ᏕᎯᎪᏩᏘᎭ|de:higowhtíha|de²hị²gowh²tị³ha|You (1) are seeing them (inanimate)|dee2hi2gowh2ti3ha
ᏕꮸꮿᎧᎲᎢ|dé:jv:ya:kahv̌:ɂi|de³jv²ya²kạ²hv²³ɂi|I, we two, or we all had you all a while ago; We all had you (1), two a while ago|dee3jvv2yaa2ka2hvv23-i
ᏕᎨᏍᏗᎧᎰᎢ|de:ge:sdi:kahó:ɂi|de²ge²sdi²kạ²ho³ɂi|You both usually have living things; They usually have you both|dee2gee2sdii2ka2hoo3-i
ᏕꮝꮫꮿᎧᎰᎢ|de:sdv:ya:kahó:ɂi|de²sdv²ya²kạ²ho³ɂi|I usually have you both; We two usually have you (1) or you both|dee2sdvv2yaa2ka2hoo3-i
ᎠᎵᎢ|a:liɂi|a²lị²ɂi|Friendship|aa2li2-i
ᏕᎯᏚᎲᏍᎪᎢ|de:hídu:hvsgó:ɂi|de²hị³du²hṿ²sgo³ɂi|You (1) are usually baking things|dee2hi3duu2hv2sgoo3-i
ᏣᎸᏍᏗ|jalv̀:sdi|jạ²lv¹sdi|For you (1) to climb it|ja2lvv1sdi
ᎨᎾᎦᏙᏍᏙᏗ|ge:nagà:tǒ:sdóhdi|ge²nạ²ga¹to²³sdoh³di|For you (1) and me to look at them (animate)|gee2na2gaa1too23sdoh3di
ᎨᏓᎦᏙᏍᏙᏗ|ge:dagà:tǒ:sdóhdi|ge²dạ²ga¹to²³sdoh³di|For all of us to look at them (animate)|gee2da2gaa1too23sdoh3di
ᎤᎾᎣᎢ|ù:náó:ɂi|u¹nạ³o³ɂi|He usually has something flexible|uu1na3oo3-i
ᎦᏗᏔᏍᎦ|gà:di:tásga|ga¹di²tạ³sga|I am drinking something|gaa1dii2ta3sga
ᎨᏣᎦᏙᏍᏙᏗ|ge:jagà:tǒ:sdóhdi|ge²jạ²ga¹to²³sdoh³di|For you all to look at them (animate)|gee2ja2gaa1too23sdoh3di
ᎬᏯᎦᏙᏍᏙᏗ|gv:yagà:tǒ:sdóhdi|gv²yạ²ga¹to²³sdoh³di|For me to look at you (1)|gvv2ya2gaa1too23sdoh3di
ᏥᏯᎦᏙᏍᏙᏗ|ji:yagà:tǒ:sdóhdi|ji²yạ²ga¹to²³sdoh³di|For me to look at him|jii2ya2gaa1too23sdoh3di
ᎦᏥᏯᎦᏙᏍᏙᏗ|gaji:yagà:tǒ:sdóhdi|gạ²ji²yạ²ga¹to²³sdoh³di|For me to look at them (animate)|ga2jii2ya2gaa1too23sdoh3di
ᎣᎩᏁᎰᎢ|ò:gi:ne:hó:ɂi|o¹gi²ne²ho³ɂi|They and I usually have a liquid|oo1gii2nee2hoo3-i
ᎣᎩᏂᏁᎰᎢ|ò:gini:ne:hó:ɂi|o¹gị²ni²ne²ho³ɂi|He and I usually have a liquid|oo1gi2nii2nee2hoo3-i
ᎢᎩᎾᎠ|ì:gi:náɂa|i¹gi²nạ³ɂa|All of us have something flexible|ii1gii2na3-a
ᎡᏣᎪᏩᏘᏍᎪᎢ|è:jagowhtǐ:sgóɂi|e¹jạ²gowh²ti²³sgọ³ɂi|You (1) are usually seen|ee1ja2gowh2tii23sgo3-i
ᏫᏨᏯᎦᏙᏍᏓ|wì:jv:yagà:tǒ:sda|wi¹jv²yạ²ga¹to²³sda|Let us, me, two, or we all look at you all; Let us all look at you (1), two|wii1jvv2ya2gaa1too23sda
ᎠᏥᎧᎮᏍᏗ|à:jikahé:sdi|a¹jị²kạ²he³sdi|Someone will have him|aa1ji2ka2hee3sdi
ᏕᏦᎵᎦ|dé:johlga|de³johl²ga|You all understand things|dee3johl2ga
ᏕᏍᏙᎵᎦ|de:sdohlga|de²sdohl²ga|You both understand things|dee2sdohl2ga
ᏕꮝꮫꮿᎧᎲᎢ|de:sdv:ya:kahv̌:ɂi|de²sdv²ya²kạ²hv²³ɂi|I had you both a while ago; We two had you (1) or you both a while ago|dee2sdvv2yaa2ka2hvv23-i
ᏕᏥᎪᏩᏘᎭ|de:jigowhtíha|de²jị²gowh²tị³ha|I am seeing them (inanimate)|dee2ji2gowh2ti3ha
ᎢᎩᏙᏓ|ì:gi:do:da|i¹gi²do²da|Your all's and my father|ii1gii2doo2da
ᏕᎦᏚᎩᏒᎢ|dé:gàtǔ:gî:sv̌:ɂi|de³gạ¹tu²³gi³²sv²³ɂi|All of us drank alcoholic drinks a while ago|dee3ga1tuu23gii32svv23-i
ᏙᎦᏚᎩᏒᎢ|dò:gàtǔ:gî:sv̌:ɂi|do¹gạ¹tu²³gi³²sv²³ɂi|They and I drank alcoholic drinks a while ago|doo1ga1tuu23gii32svv23-i
ᏚᎾᏚᎩᏒᎢ|dù:nàtǔ:gî:sv̌:ɂi|du¹nạ¹tu²³gi³²sv²³ɂi|They drank alcoholic drinks a while ago|duu1na1tuu23gii32svv23-i
ᏕᎩᎾᏚᎩᏒᎢ|de:ginàtǔ:gî:sv̌:ɂi|de²gị²nạ¹tu²³gi³²sv²³ɂi|You (1) and I drank alcoholic drinks a while ago|dee2gi2na1tuu23gii32svv23-i
ᏕᎯᏟᏏᏍᎪᎢ|de:híhli:sǐ:sgóɂi|de²hị³hli²si²³sgọ³ɂi|You (1) are usually gathering things|dee2hi3hlii2sii23sgo3-i
ᏙᎩᎾᏚᎩᏒᎢ|dò:ginàtǔ:gî:sv̌:ɂi|do¹gị²nạ¹tu²³gi³²sv²³ɂi|He and I drank alcoholic drinks a while ago|doo1gi2na1tuu23gii32svv23-i
ᏕᏥᏚᎲᏍᎪᎢ|de:jídu:hvsgó:ɂi|de²jị³du²hṿ²sgo³ɂi|I am usually baking things|dee2ji3duu2hv2sgoo3-i
ᏕᏣᏍᏗᎬᎢ|de:jàsdí:gv̌:ɂi|de²jạ¹sdi³gv²³ɂi|You (1) ate rod shaped things a while ago|dee2ja1sdii3gvv23-i
ᎢᏣᏗᎭ|ì:jadiha|i¹jạ²dị²ha|You all are saying|ii1ja2di2ha
ᎤᎾᎥᎢ|ù:náv̌:ɂi|u¹nạ³v²³ɂi|He had something flexible a while ago|uu1na3vv23-i
ᎢᎩᏁᎰᎢ|ì:gi:ne:hó:ɂi|i¹gi²ne²ho³ɂi|All of us usually have a liquid|ii1gii2nee2hoo3-i
ᎯᏯᎦᏙᏍᏙᏗ|hi:yagà:tǒ:sdóhdi|hi²yạ²ga¹to²³sdoh³di|For you (1) to look at him|hii2ya2gaa1too23sdoh3di
ᎨᏣᎪᏩᏘᏍᎪᎢ|ge:jagowhtǐ:sgóɂi|ge²jạ²gowh²ti²³sgọ³ɂi|They are often seeing you (1)|gee2ja2gowh2tii23sgo3-i
ᎢᏍᎩᏯᎦᏙᏍᏙᏗ|ì:sgi:yagà:tǒ:sdóhdi|i¹sgi²yạ²ga¹to²³sdoh³di|For you (1), two, or all to look at us all; For you all to look at me|ii1sgii2ya2gaa1too23sdoh3di
ᎦᎯᏯᎦᏙᏍᏙᏗ|gahi:yagà:tǒ:sdóhdi|gạ²hi²yạ²ga¹to²³sdoh³di|For you (1) to look at them (animate)|ga2hii2ya2gaa1too23sdoh3di
ᎦᎦᏙᏍᏓ|gagà:tǒ:sdā|gạ²ga¹to²³sda²|I recently looked at it|ga2gaa1too23sda2
ꭼꮿᎧᎮᏍᏗ|gv:ya:kahé:sdi|gv²ya²kạ²he³sdi|I will be having you (1)|gvv2yaa2ka2hee3sdi
ᏚᏬᎵᏨᎢ|du:wohljv̌:ɂi|du²wohl²jv²³ɂi|He understood things a while ago; He recognized them (animate) a while ago|duu2wohl2jvv23-i
ᏍᎩᎪᏩᏘᎭ|sgigowhtíha|sgị²gowh²tị³ha|You (1) are seeing me|sgii2gowh2ti3ha
ᎥᎩᎪᏩᏘᎭ|v̀:gigowhtíha|v¹gị²gowh²tị³ha|I am being seen|vv1gi2gowh2ti3ha
ᎠᎩᎪᎲᎢ|à:gigo:hv̌:ɂi|a¹gị²go²hv²³ɂi|I saw it a while ago; He saw me a while ago|aa1gi2goo2hvv23-i
ᎢᏍᎩᏥ|ì:sgi:ji|i¹sgi²ji|You one, their and my mother|ii1sgii2ji
ᎦᏗᏍᎪᎢ|gadǐ:sgó:ɂi|gạ²di²³sgo³ɂi|I am often saying|ga2dii23sgoo3-i
ᎠᎦᎦᏙᏍᏔᏅᎢ|à:gà:gà:tǒ:stánv̌:ɂi|a¹ga¹ga¹to²³stạ³nv²³ɂi|He was looked at a while ago|aa1gaa1gaa1too23sta3nvv23-i
ᏕᏂᏍᏗᎩᏍᎪᎢ|dé:nì:sdǐ:gî:sgó:ɂi|de³ni¹sdi²³gi³²sgo³ɂi|You (1) and I usually are eating rod shaped things|dee3nii1sdii23gii32sgoo3-i
ᎨᏣᎦᏙᏍᏔᏅᎢ|gé:jà:gà:tǒ:stánv̌:ɂi|ge³ja¹ga¹to²³stạ³nv²³ɂi|They looked at you all a while ago|gee3jaa1gaa1too23sta3nvv23-i
ᎪᏣᎦᏙᏍᏔᏅᎢ|go:jà:gà:tǒ:stánv̌:ɂi|go²ja¹ga¹to²³stạ³nv²³ɂi|They and I looked at them (animate) a while ago|goo2jaa1gaa1too23sta3nvv23-i
ᎪᏍᏓᎦᏙᏍᏔᏅᎢ|go:sdà:gà:tǒ:stánv̌:ɂi|go²sda¹ga¹to²³stạ³nv²³ɂi|He and I looked at them (animate) a while ago|goo2sdaa1gaa1too23sta3nvv23-i
ᏕᎯᏍᏗᎩᏍᎪᎢ|de:hìsdǐ:gî:sgó:ɂi|de²hị¹sdi²³gi³²sgo³ɂi|You (1) usually are eating rod shaped things|dee2hi1sdii23gii32sgoo3-i
ᏍᏛᏯᎦᏙᏍᏔᏅᎢ|sdv:yà:gà:tǒ:stánv̌:ɂi|sdv²ya¹ga¹to²³stạ³nv²³ɂi|I looked at you both a while ago; We two looked at you (1) or you both a while ago|sdvv2yaa1gaa1too23sta3nvv23-i
ᏕᏥᏟᏏᏍᎪᎢ|de:jíhli:sǐ:sgóɂi|de²jị³hli²si²³sgọ³ɂi|I am usually gathering things|dee2ji3hlii2sii23sgo3-i
ᏙᏍᏗᏍᏗᎩᏍᎪᎢ|dò:sdì:sdǐ:gî:sgó:ɂi|do¹sdi¹sdi²³gi³²sgo³ɂi|He and I usually are eating rod shaped things|doo1sdii1sdii23gii32sgoo3-i
ᏕᏥᏰᏍᎪᎢ|dé:ji:hyé:sgó:ɂi|de³ji²hye³sgo³ɂi|You all usually are eating flexible things|dee3jii2hyee3sgoo3-i
ᎤᏂᏯᎥᎢ|ù:ni:hyá:ɂv̌:ɂi|u¹ni²hya³ɂv²³ɂi|They ate something flexible a while ago|uu1nii2hyaa3-vv23-i
ᎩᏂᏯᎥᎢ|gini:hyá:ɂv̌:ɂi|gị²ni²hya³ɂv²³ɂi|You (1) and I ate something flexible a while ago|gi2nii2hyaa3-vv23-i
ᎢᎩᏁᎲᎢ|ì:gi:ne:hv̌:ɂi|i¹gi²ne²hv²³ɂi|All of us had a liquid a while ago|ii1gii2nee2hvv23-i
ᏣᏁᎰᎢ|jane:hó:ɂi|jạ²ne²ho³ɂi|You (1) usually have a liquid|ja2nee2hoo3-i
ᎦᏥᎪᏩᏘᏍᎪᎢ|gaji:gowhtǐ:sgóɂi|gạ²ji²gowh²ti²³sgọ³ɂi|I am often seeing them (animate)|ga2jii2gowh2tii23sgo3-i
ꭿꮿᎧᎮᏍᏗ|hi:ya:kahé:sdi|hi²ya²kạ²he³sdi|You (1) will be having something alive|hii2yaa2ka2hee3sdi
ꭶꭿꮿᎧᎮᏍᏗ|gahi:ya:kahé:sdi|gạ²hi²ya²kạ²he³sdi|You (1) will be having living things|ga2hii2yaa2ka2hee3sdi
ᏕꮝꭹꮿᎧᎮᏍᏗ|dé:sgi:ya:kahé:sdi|de³sgi²ya²kạ²he³sdi|You (1), two, or all will be having us all; You all will be having me|dee3sgii2yaa2ka2hee3sdi
ᏕᏍᎩᏂᎧᎭ|de:sgini:káha|de²sgị²ni²kạ³ha|You (1) or both have us both|dee2sgi2nii2ka3ha
ᎢᏥᏙᏓ|ì:ji:do:da|i¹ji²do²da|Your all's father|ii1jii2doo2da
ᏕᎩᏟᏌᏅᎢ|dé:gí:hli:sahnv̌:ɂi|de³gi³hli²sạ²hnv²³ɂi|All of us gathered things a while ago|dee3gii3hlii2sa2hnvv23-i
ᏓᏊᏗᏔᎲᎢ|dà:gwù:di:tahv̌:ɂi|da¹gwu¹di²tạ²hv²³ɂi|I drank drinks a while ago|daa1gwuu1dii2ta2hvv23-i
ᎦᏚᎩᎠ|gaɂdǔ:gía|gạɂ²du²³gị³a|I am drinking something alcoholic|ga-2duu23gi3a
ᏙᎩᏟᏌᏅᎢ|dò:gí:hli:sahnv̌:ɂi|do¹gi³hli²sạ²hnv²³ɂi|They and I gathered things a while ago|doo1gii3hlii2sa2hnvv23-i
ᏕᏧᏗᏔᎲᎢ|de:jù:di:tahv̌:ɂi|de²ju¹di²tạ²hv²³ɂi|You (1) drank drinks a while ago|dee2juu1dii2ta2hvv23-i
ᏕᎩᏂᏟᏌᏅᎢ|de:giní:hli:sahnv̌:ɂi|de²gị²ni³hli²sạ²hnv²³ɂi|You (1) and I gathered things a while ago|dee2gi2nii3hlii2sa2hnvv23-i
ᏙᎩᏂᏟᏌᏅᎢ|dò:giní:hli:sahnv̌:ɂi|do¹gị²ni³hli²sạ²hnv²³ɂi|He and I gathered things a while ago|doo1gi2nii3hlii2sa2hnvv23-i
ᎡᎦᎦᏙᏍᏔᏅᎢ|è:gà:gà:tǒ:stánv̌:ɂi|e¹ga¹ga¹to²³stạ³nv²³ɂi|All of us were looked at a while ago|ee1gaa1gaa1too23sta3nvv23-i
ᎡᎾᎦᏙᏍᏔᏅᎢ|è:nà:gà:tǒ:stánv̌:ɂi|e¹na¹ga¹to²³stạ³nv²³ɂi|You (1) and I looked at him a while ago|ee1naa1gaa1too23sta3nvv23-i
ᎤᏍᏗᎬᎢ|ù:sdí:gv̌:ɂi|u¹sdi³gv²³ɂi|He ate something rod shaped a while ago|uu1sdii3gvv23-i
ᎡᏓᎦᏙᏍᏔᏅᎢ|è:dà:gà:tǒ:stánv̌:ɂi|e¹da¹ga¹to²³stạ³nv²³ɂi|All of us looked at him a while ago|ee1daa1gaa1too23sta3nvv23-i
ᎡᏣᎦᏙᏍᏔᏅᎢ|è:jà:gà:tǒ:stánv̌:ɂi|e¹ja¹ga¹to²³stạ³nv²³ɂi|You all looked at him a while ago; You all were looked at a while ago|ee1jaa1gaa1too23sta3nvv23-i
ᎤᏂᏚᏅᎢ|ù:ní:du:hnv̌:ɂi|u¹ni³du²hnv²³ɂi|They baked something a while ago|uu1nii3duu2hnvv23-i
ᎣᎩᏯᎥᎢ|ò:gi:hyá:ɂv̌:ɂi|o¹gi²hya³ɂv²³ɂi|They and I ate something flexible a while ago|oo1gii2hyaa3-vv23-i
ᎣᎩᏂᏯᎥᎢ|ò:gini:hyá:ɂv̌:ɂi|o¹gị²ni²hya³ɂv²³ɂi|He and I ate something flexible a while ago|oo1gi2nii2hyaa3-vv23-i
ᎡᏍᏓᎦᏙᏍᏔᏅᎢ|è:sdà:gà:tǒ:stánv̌:ɂi|e¹sda¹ga¹to²³stạ³nv²³ɂi|You both looked at him a while ago; You both were looked at a while ago|ee1sdaa1gaa1too23sta3nvv23-i
ᎡᎩᎾᎦᏙᏍᏔᏅᎢ|è:ginà:gà:tǒ:stánv̌:ɂi|e¹gị²na¹ga¹to²³stạ³nv²³ɂi|You (1) and I were looked at a while ago|ee1gi2naa1gaa1too23sta3nvv23-i
ᎠᎩᎮᏍᏗ|à:gihé:sdi|a¹gị²he³sdi|I will be having something solid|aa1gi2hee3sdi
ᎥᏆᏚᎵᏍᎪᎢ|v̀:gwadu:lǐ:sgóɂi|v¹gwạ²du²li²³sgọ³ɂi|I am often wanted|vv1gwa2duu2lii23sgo3-i
ᎯᎪᏩᏘᏍᎪᎢ|hi:gowhtǐ:sgóɂi|hi²gowh²ti²³sgọ³ɂi|You (1) are often seeing him|hii2gowh2tii23sgo3-i
ᏍᏓᏓᏚᎵᏍᎪᎢ|sdadadu:lǐ:sgóɂi|sdạ²dạ²du²li²³sgọ³ɂi|You both usually are wanting yourselves|sdaa2da2duu2lii23sgo3-i
ᎢᏣᏓᏚᎵᏍᎪᎢ|ì:jadadu:lǐ:sgóɂi|i¹jạ²dạ²du²li²³sgọ³ɂi|You all usually are wanting yourselves|ii1ja2da2duu2lii23sgo3-i
ᎢᏍᎩᎪᏩᏘᏍᎪᎢ|ì:sgi:gowhtǐ:sgóɂi|i¹sgi²gowh²ti²³sgọ³ɂi|You (1), two, or all are often seeing us all; You all are often seeing me|ii1sgii2gowh2tii23sgo3-i
ᎦᎯᎪᏩᏘᏍᎪᎢ|gahi:gowhtǐ:sgóɂi|gạ²hi²gowh²ti²³sgọ³ɂi|You (1) are often seeing them (animate)|ga2hii2gowh2tii23sgo3-i
ᎢᏨᏙᏓ|ì:jv:do:da|i¹jv²do²da|I, your all's father|ii1jvv2doo2da
ᏕᎫᏗᏔᎲᎢ|dé:gù:di:tahv̌:ɂi|de³gu¹di²tạ²hv²³ɂi|All of us drank drinks a while ago|dee3guu1dii2ta2hvv23-i
ᏙᎫᏗᏔᎲᎢ|dò:gù:di:tahv̌:ɂi|do¹gu¹di²tạ²hv²³ɂi|They and I drank drinks a while ago|doo1guu1dii2ta2hvv23-i
ᏚᏄᏗᏔᎲᎢ|dù:nù:di:tahv̌:ɂi|du¹nu¹di²tạ²hv²³ɂi|They drank drinks a while ago|duu1nuu1dii2ta2hvv23-i
ᏕᎩᏄᏗᏔᎲᎢ|de:ginù:di:tahv̌:ɂi|de²gị²nu¹di²tạ²hv²³ɂi|You (1) and I drank drinks a while ago|dee2gi2nuu1dii2ta2hvv23-i
ᏙᎩᏄᏗᏔᎲᎢ|dò:ginù:di:tahv̌:ɂi|do¹gị²nu¹di²tạ²hv²³ɂi|He and I drank drinks a while ago|doo1gi2nuu1dii2ta2hvv23-i
ᎠᎩᎸᏒᎢ|à:gilv̂:sv̌:ɂi|a¹gị²lv³²sv²³ɂi|I climbed it a while ago|aa1gi2lvv32svv23-i
ᏍᏕᏅᏒᎢ|sde:nv́:sv̌:ɂi|sde²nv³sv²³ɂi|You both went a while ago|sdee2nvv3svv23-i
ᎦᎭᏗᏔ|ga:dǐ:tā|ga²di²³ta²|I recently drank something|gaa2dii23ta2
ᏕᏥᎾᎣᎢ|dé:ji:náó:ɂi|de³ji²nạ³o³ɂi|You all usually have flexible things|dee3jii2na3oo3-i
ᎡᎾᎦᏙᏍᏗᏍᎪᎢ|è:nà:gà:tǒ:sdí:sgó:ɂi|e¹na¹ga¹to²³sdi³sgo³ɂi|You (1) and I are often looking at him|ee1naa1gaa1too23sdii3sgoo3-i
ᎢᎩᏯᎥᎢ|ì:gi:hyá:ɂv̌:ɂi|i¹gi²hya³ɂv²³ɂi|All of us ate something flexible a while ago|ii1gii2hyaa3-vv23-i
