ᎠᏓᎪᏩᏔ	a¹da²go¹wah²ta²	aa1daa2goo1wah2ta2
ᏫᏧᎾᏚᎳ	wị²ju¹nạ²du²³la	wi2juu1na2duu23la
ᏍᏓᏓᏙᎵᏨᎢ	sdạ²da²dohl²jv²³ɂi	sdaa2daa2dohl2jvv23-i
ᏗᏍᏓᏚᎸᏗ	dị²sdạ²duhl²di	di2sda2duhl2di
ᎨᎩᏂᎪᏩᏘᎭ	ge²gị²ni²gowh²tị³ha	gee2gi2nii2gowh2ti3ha
ᏕᏣᏓᏚᎸᎲᎢ	de³jạ²dạ²du²lv²hv²³ɂi	dee3ja2da2duu2lvv2hvv23-i
ᎪᎩᏂᎪᏩᏘᎭ	go²gị²ni²gowh²tị³ha	goo2gi2nii2gowh2ti3ha
ᏗᎩᏂᎪᏩᏛᏗ	dị²gị²ni²gowh²tvh³di	di2gi2nii2gowh2tvh3di
ᎪᏍᏗᎪᏩᏘᎭ	go²sdi²gowh²tị³ha	goo2sdii2gowh2ti3ha
ᏫᎦᏥᏯᏚᎳ	wị²gạ²ji²yạ²du²³la	wi2ga2jii2ya2duu23la
ᏦᎩᏂᎪᏩᏛᏗ	jo¹gị²ni²gowh²tvh³di	joo1gi2nii2gowh2tvh3di
ᏫᎨᏍᏓᏚᎳ	wị²ge²sdạ²du²³la	wi2gee2sda2duu23la
ᏕᏍᏓᏓᏚᎸᎲᎢ	de²sdạ²dạ²du²lv²hv²³ɂi	dee2sdaa2da2duu2lvv2hvv23-i
ᎠᎪᏩᏔ	ạ²go¹wah²ta²	a2goo1wah2ta2
ᎤᏚᎵᎭ	u²du²lị³ha	uu2duu2li3ha
ᎪᎵᎪᎢ	go²li²go³ɂi	goo2lii2goo3-i
ᎰᎵᎦ	hohl²ga²	hohl2ga2
ᏣᎮᏍᏗ	jạ²he³sdi	ja2hee3sdi
ᏩᏂᎷᎦ	wa¹niɂ²lu¹ga	waa1ni-2luu1ga
ᎣᎦᏛᏅᎢ	o¹gạ²dv²hnv²³ɂi	oo1ga2dvv2hnvv23-i
ᎤᏁᏅᏒᎢ	u¹ne²nv³sv²³ɂi	uu1nee2nvv3svv23-i
ᏧᎪᏩᏛᏗ	ju²gowh²tvh³di	juu2gowh2tvh3di
ᎢᏤᎪᎢ	i¹je³gọ³ɂi	ii1jee3go3-i
ᏍᏕᎪᎢ	sde³gọ³ɂi	sdee3go3-i
ᎠᎩᎪᏩᏔ	a¹gị²go¹wah²ta²	aa1gi2goo1wah2ta2
ᎩᎾᏤᎵᎢ	gị²nạ²je²li⁴ɂi	gi2naa2jee2lii4-i
ᎢᎦᏚᎸᏗ	i¹gạ²duhl²di	ii1ga2duhl2di
ᎣᎩᎾᏛᏅᎢ	o¹gị²nạ²dv²hnv²³ɂi	oo1gi2na2dvv2hnvv23-i
ᎠᏥᎪᏩᏘᎭ	a¹jị²gowh²tị³ha	aa1ji2gowh2ti3ha
ᎡᎩᎪᏩᏘᎭ	e¹gi²gowh²tị³ha	ee1gii2gowh2ti3ha
ᎢᏃᎵᎦ	i¹nohl²ga²	ii1nohl2ga2
ᎡᏂᎪᏩᏘᎭ	e¹ni²gowh²tị³ha	ee1nii2gowh2ti3ha
ᎢᏙᎵᎦ	i¹dohl²ga²	ii1dohl2ga2
ᎡᏗᎪᏩᏘᎭ	e¹di²gowh²tị³ha	ee1dii2gowh2ti3ha
ᎡᏥᎪᏩᏘᎭ	e¹ji²gowh²tị³ha	ee1jii2gowh2ti3ha
ᎣᏦᎵᎦ	o¹jo²li¹ga²	oo1joo2lii1ga2
ᏗᏍᏓᏤᎵᎢ	dị²sdạ²je²li⁴ɂi	di2sdaa2jee2lii4-i
ᎥᎩᎪᏩᏛᏗ	v¹gị²gowh²tvh³di	vv1gi2gowh2tvh3di
ᎨᎩᎪᏩᏛᏗ	ge²gi²gowh²tvh³di	gee2gii2gowh2tvh3di
ᎬᏆᏚᎸᎲᎢ	gv²gwạ²du²lv²hv²³ɂi	gvv2gwa2duu2lvv2hvv23-i
ᎯᏲᎵᏨᎢ	hi²yo²li²jv²³ɂi	hii2yoo2lii2jvv23-i
ᏓᏆᏚᎵᏍᎪᎢ	da¹gwạ²du²li²³sgọ³ɂi	daa1gwa2duu2lii23sgo3-i
ᎨᏂᎪᏩᏘᎭ	ge²ni²gowh²tị³ha	gee2nii2gowh2ti3ha
ᎪᎩᎪᏩᏛᏗ	go²gi²gowh²tvh³di	goo2gii2gowh2tvh3di
ᏕᎦᏚᎵᏍᎪᎢ	de³gạ²du²li²³sgọ³ɂi	dee3ga2duu2lii23sgo3-i
ᎨᏗᎪᏩᏘᎭ	ge²di²gowh²tị³ha	gee2dii2gowh2ti3ha
ᎪᏥᎪᏩᏛᏗ	go²ji²gowh²tvh³di	goo2jii2gowh2tvh3di
ᏕᏣᏚᎵᏍᎪᎢ	de²jạ²du²li²³sgọ³ɂi	dee2ja2duu2lii23sgo3-i
ᏕᏣᏚᎸᎲᎢ	de³jạ²du²lv²hv²³ɂi	dee3ja2duu2lvv2hvv23-i
ᎨᏥᎪᏩᏘᎭ	ge²ji²gowh²tị³ha	gee2jii2gowh2ti3ha
ᏍᎩᎪᏩᏛᏗ	sgị²gowh²tvh³di	sgii2gowh2tvh3di
ᏙᎦᏚᎵᏍᎪᎢ	do¹gạ²du²li²³sgọ³ɂi	doo1ga2duu2lii23sgo3-i
ᏚᎾᏚᎸᎲᎢ	du¹nạ²du²lv²hv²³ɂi	duu1na2duu2lvv2hvv23-i
ᎦᎯᏲᎵᏨᎢ	gạ²hi²yohl²jv²³ɂi	ga2hii2yohl2jvv23-i
ᎢᏨᏯᏚᎸᏗ	i¹jv²yạ²duhl²di	ii1jvv2ya2duhl2di
ᎢᏣᏓᏚᎸᎲᎢ	i¹jạ²dạ²du²lv²hv²³ɂi	ii1ja2da2duu2lvv2hvv23-i
ᎣᏍᏙᎵᎦ	o¹sdo²li¹ga²	oo1sdoo2lii1ga2
ᏫᎬᏲᎵᎩ	wị²gv²yo²li¹gi	wi2gvv2yoo2lii1gi
ᏍᏛᏲᎵᏨᎢ	sdv²yo²li²jv²³ɂi	sdvv2yoo2lii2jvv23-i
ᏫᏥᏲᎵᎩ	wị²ji²yo²li¹gi	wi2jii2yoo2lii1gi
ᎡᎩᏂᎪᏩᏘᎭ	e¹gị²ni²gowh²tị³ha	ee1gi2nii2gowh2ti3ha
ᎡᏍᏗᎪᏩᏘᎭ	e¹sdi²gowh²tị³ha	ee1sdii2gowh2ti3ha
ᎢᏍᎩᏲᎵᏨᎢ	i¹sgi²yohl²jv²³ɂi	ii1sgii2yohl2jvv23-i
ᎨᎩᏂᎪᏩᏛᏗ	ge²gị²ni²gowh²tvh³di	gee2gi2nii2gowh2tvh3di
ᏍᎩᏃᎵᎪᎢ	sgi²̣nohl²go³ɂi	sgii2nohl2goo3-i
ᏍᏓᏓᏚᎸᎲᎢ	sdạ²dạ²du²lv²hv²³ɂi	sdaa2da2duu2lvv2hvv23-i
ᎪᎩᏂᎪᏩᏛᏗ	go²gị²ni²gowh²tvh³di	goo2gi2nii2gowh2tvh3di
ᎪᏍᏗᎪᏩᏛᏗ	go²sdi²gowh²tvh³di	goo2sdii2gowh2tvh3di
ᏕᎩᎾᏚᎵᏍᎪᎢ	de²gị²nạ²du²li²³sgọ³ɂi	dee2gi2na2duu2lii23sgo3-i
ᏙᎩᎾᏚᎵᏍᎪᎢ	do¹gị²nạ²du²li²³sgọ³ɂi	doo1gi2na2duu2lii23sgo3-i
ᏗᏣᏓᎪᏩᏛᏗ	dị²jạ²da²gowh²tvh³di	di2ja2daa2gowh2tvh3di
ᏫᎦᏥᏲᎵᎩ	wị²gạ²ji²yohl²gi	wi2ga2jii2yohl2gi
ᏫᎨᏍᏙᎵᎩ	wị²ge²sdohl²gi	wi2gee2sdohl2gi
ᏗᏍᏓᏓᎪᏩᏛᏗ	dị²sdạ²da²gowh²tvh³di	di2sdaa2daa2gowh2tvh3di
ᎰᎵᎩ	hohl²gi	hohl2gi
ᎤᏚᎸᏗ	u²duhl²di	uu2duhl2di
ᎦᎴᎪᎢ	gạɂ³le¹go³ɂi	ga-3lee1goo3-i
ᏣᎸᏍᏗ	jạ²lv¹sdi	ja2lvv1sdi
ᎠᎩᎮᏍᏗ	a¹gị²he³sdi	aa1gi2hee3sdi
ᎢᎦᏛᏅᎢ	i¹gạ²dv²hnv²³ɂi	ii1ga2dvv2hnvv23-i
ᎢᏃᎵᎩ	i¹nohl²gi	ii1nohl2gi
ᎣᎦᏤᎵᎢ	o¹gạ²je²li⁴ɂi	oo1gaa2jee2lii4-i
ᎢᏙᎵᎩ	i¹dohl²gi	ii1dohl2gi
ᎢᏥᎩᎠ	i¹ji²gị³ɂa	ii1jii2gi3-a
ᏥᎪᏩᏔ	jị²go¹wah²ta²	ji2goo1wah2ta2
ᎤᏂᎩᏍᏗ	u¹ni²gi¹sdi	uu1nii2gii1sdi
ᎩᏁᏅᏍᏗ	gị²ne²nv¹sdi	gi2nee2nvv1sdi
ᎠᏥᎪᏩᏛᏗ	a¹jị²gowh²tvh³di	aa1ji2gowh2tvh3di
ᎡᎩᎪᏩᏛᏗ	e¹gi²gowh²tvh³di	ee1gii2gowh2tvh3di
ᏍᏗᎩᎠ	sdi²gị³ɂa	sdii2gi3-a
ᎡᏂᎪᏩᏛᏗ	e¹ni²gowh²tvh³di	ee1nii2gowh2tvh3di
ᎡᏗᎪᏩᏛᏗ	e¹di²gowh²tvh³di	ee1dii2gowh2tvh3di
ᎡᏥᎪᏩᏛᏗ	e¹ji²gowh²tvh³di	ee1jii2gowh2tvh3di
ᎣᎩᎾᏤᎵᎢ	o¹gị²nạ²je²li⁴ɂi	oo1gi2naa2jee2lii4-i
ᎥᏆᏚᎸᎲᎢ	v¹gwạ²du²lv²hv²³ɂi	vv1gwa2duu2lvv2hvv23-i
ᏕᏥᎩᏍᎪᎢ	de³ji²gi³sgo³ɂi	dee3jii2gii3sgoo3-i
ᏩᏃᎵᎩ	wa¹nohl²gi	waa1nohl2gi
ᎣᏦᎵᎦ	o¹johl²ga	oo1johl2ga
ᏗᏍᏗᎩᏍᏗ	dị²sdi²gi¹sdi	di2sdii2gii1sdi
ᎨᏂᎪᏩᏛᏗ	ge²ni²gowh²tvh³di	gee2nii2gowh2tvh3di
ᎬᏯᏚᎸᎲᎢ	gv²yạ²du²lv²hv²³ɂi	gvv2ya2duu2lvv2hvv23-i
ᎨᏗᎪᏩᏛᏗ	ge²di²gowh²tvh³di	gee2dii2gowh2tvh3di
ᎯᏯᏚᎸᎲᎢ	hi²yạ²du²lv²hv²³ɂi	hii2ya2duu2lvv2hvv23-i
ᏍᏆᏚᎸᎲᎢ	sgwạ²du²lv²hv²³ɂi	sgwa2duu2lvv2hvv23-i
ᎨᏥᎪᏩᏛᏗ	ge²ji²gowh²tvh³di	gee2jii2gowh2tvh3di
ᏧᏬᎵᏍᏗ	ju²wo²hlị³sdi	juu2woo2hli3sdi
ᏥᏯᏚᎸᎲᎢ	ji²yạ²du²lv²hv²³ɂi	jii2ya2duu2lvv2hvv23-i
ᎢᏨᏲᎵᎪᎢ	i¹jv²yo²li²go³ɂi	ii1jvv2yoo2lii2goo3-i
ᎢᏣᏓᏚᎵᏍᎪᎢ	i¹jạ²dạ²du²li²³sgọ³ɂi	ii1ja2da2duu2lii23sgo3-i
ᏍᎩᏃᎵᏍᏗ	sgị²no²li³sdi	sgi2noo2lii3sdi
ᏧᏂᎪᏩᏛᏗ	ju¹ni²gowh²tvh³di	juu1nii2gowh2tvh3di
ᎣᏍᏙᎵᎦ	o²sdohl²ga	oo2sdohl2ga
ᎡᎩᏂᎪᏩᏛᏗ	e¹gị²ni²gowh²tvh³di	ee1gi2nii2gowh2tvh3di
ᎡᏍᏗᎪᏩᏛᏗ	e¹sdi²gowh²tvh³di	ee1sdii2gowh2tvh3di
ᎦᎯᏯᏚᎸᎲᎢ	gạ²hi²yạ²du²lv²hv²³ɂi	ga2hii2ya2duu2lvv2hvv23-i
ᏍᏛᏲᎵᏨᎢ	sdv²yohl²jv²³ɂi	sdvv2yohl2jvv23-i
ᎦᏥᏯᏚᎸᎲᎢ	gạ²ji²yạ²du²lv²hv²³ɂi	ga2jii2ya2duu2lvv2hvv23-i
ᎨᏍᏓᏚᎸᎲᎢ	ge²sdạ²du²lv²hv²³ɂi	gee2sda2duu2lvv2hvv23-i
ᏫᎨᎩᎪᏩᏔ	wị²ge²gi²go¹wah²ta	wi2gee2gii2goo1wah2ta
ᏍᏓᏓᏚᎵᏍᎪᎢ	sdạ²dạ²du²li²³sgọ³ɂi	sdaa2da2duu2lii23sgo3-i
ᏫᎪᎩᎪᏩᏔ	wị²go²gi²go¹wah²ta	wi2goo2gii2goo1wah2ta
ᏫᎪᏥᎪᏩᏔ	wị²go²ji²go¹wah²ta	wi2goo2jii2goo1wah2ta
ᏫᎬᎩᎪᏩᏔ	wị²gv²gi²go¹wah²ta	wi2gvv2gii2goo1wah2ta
ᏕᏣᏓᏚᎵᏍᎪᎢ	de³jạ²dạ²du²li²³sgọ³ɂi	dee3ja2da2duu2lii23sgo3-i
ᎢᏍᎩᏯᏚᎸᎲᎢ	i¹sgi²yạ²du²lv²hv²³ɂi	ii1sgii2ya2duu2lvv2hvv23-i
ᏕᏍᏓᏓᏚᎵᏍᎪᎢ	de²sdạ²dạ²du²li²³sgọ³ɂi	dee2sdaa2da2duu2lii23sgo3-i
ᏫᎨᎩᏂᎪᏩᏔ	wị²ge²gị²ni²go¹wah²ta	wi2gee2gi2nii2goo1wah2ta
ᏫᎪᎩᏂᎪᏩᏔ	wị²go²gị²ni²go¹wah²ta	wi2goo2gi2nii2goo1wah2ta
ᏫᎪᏍᏗᎪᏩᏔ	wị²go²sdi²go¹wah²ta	wi2goo2sdii2goo1wah2ta
ᎤᏛᏅᎢ	u²dv²hnv²³ɂi	uu2dvv2hnvv23-i
ᎪᎵᎪᎢ	gohl²go³ɂi	gohl2goo3-i
ᎯᎪᏩᏔ	hị²go¹wah²ta	hi2goo1wah2ta
ᏣᎸᏒᎢ	jạ²lv³²sv²³ɂi	ja2lvv32svv23-i
ᏚᏚᎵᏍᎪᎢ	du²du²li²³sgọ³ɂi	duu2duu2lii23sgo3-i
ᎬᎪᏩᏘᏍᎪᎢ	gv²gowh²ti²³sgọ³ɂi	gvv2gowh2tii23sgo3-i
ᏥᎴᎪᎢ	jịɂ³le¹go³ɂi	ji-3lee1goo3-i
ᎠᎩᎸᏍᏗ	a¹gị²lv¹sdi	aa1gi2lvv1sdi
ᎯᎪᏩᏘᏍᎪᎢ	hi²gowh²ti²³sgọ³ɂi	hii2gowh2tii23sgo3-i
ᎠᎦᏚᎵᏍᎪᎢ	a¹gạ²du²li²³sgọ³ɂi	aa1ga2duu2lii23sgo3-i
ᎢᎦᏤᎵᎢ	i¹gạ²je²li⁴ɂi	ii1gaa2jee2lii4-i
ᎣᎨᏅᏍᏗ	o¹ge²nv¹sdi	oo1gee2nvv1sdi
ᎢᏥᎬᎢ	i¹ji²gv²³ɂi	ii1jii2gvv23-i
ᎡᎦᏚᎵᏍᎪᎢ	e¹gạ²du²li²³sgọ³ɂi	ee1ga2duu2lii23sgo3-i
ᎡᎾᏚᎵᏍᎪᎢ	e¹nạ²du²li²³sgọ³ɂi	ee1na2duu2lii23sgo3-i
ᏥᎪᏩᏘᏍᎪᎢ	ji²gowh²ti²³sgọ³ɂi	jii2gowh2tii23sgo3-i
ᎩᏁᏅᏒᎢ	gị²ne²nv³sv²³ɂi	gi2nee2nvv3svv23-i
ᎡᏓᏚᎵᏍᎪᎢ	e¹dạ²du²li²³sgọ³ɂi	ee1da2duu2lii23sgo3-i
ᎡᏣᏚᎵᏍᎪᎢ	e¹jạ²du²li²³sgọ³ɂi	ee1ja2duu2lii23sgo3-i
ᏍᏗᎬᎢ	sdi²gv²³ɂi	sdii2gvv23-i
ᎠᏂᎪᏩᏔ	a¹ni²go¹wah²ta²	aa1nii2goo1wah2ta2
ᎢᏂᎪᏩᏔ	i¹ni²go¹wah²ta	ii1nii2goo1wah2ta
ᎣᎩᏁᏅᏍᏗ	o¹gị²ne²nv¹sdi	oo1gi2nee2nvv1sdi
ᎢᏗᎪᏩᏔ	i¹di²go¹wah²ta	ii1dii2goo1wah2ta
ᎥᏆᏚᎵᏍᎪᎢ	v¹gwạ²du²li²³sgọ³ɂi	vv1gwa2duu2lii23sgo3-i
ᎨᎦᏚᎵᏍᎪᎢ	ge²gạ²du²li²³sgọ³ɂi	gee2ga2duu2lii23sgo3-i
ᎨᎾᏚᎵᏍᎪᎢ	ge²nạ²du²li²³sgọ³ɂi	gee2na2duu2lii23sgo3-i
ᎣᏦᎵᎦ	o¹johl²ga²	oo1johl2ga2
ᎤᏂᎪᎲᎢ	u¹ni²go²hv²³ɂi	uu1nii2goo2hvv23-i
ᎨᏓᏚᎵᏍᎪᎢ	ge²dạ²du²li²³sgọ³ɂi	gee2da2duu2lii23sgo3-i
ᎪᎦᏚᎵᏍᎪᎢ	go²gạ²du²li²³sgọ³ɂi	goo2ga2duu2lii23sgo3-i
ᎪᏣᏚᎵᏍᎪᎢ	go²jạ²du²li²³sgọ³ɂi	goo2ja2duu2lii23sgo3-i
ᎬᏆᏚᎵᏍᎪᎢ	gv²gwạ²du²li²³sgọ³ɂi	gvv2gwa2duu2lii23sgo3-i
ᎦᎯᎪᏩᏘᏍᎪᎢ	gạ²hi²gowh²ti²³sgọ³ɂi	ga2hii2gowh2tii23sgo3-i
ᏍᏆᏚᎵᏍᎪᎢ	sgwạ²du²li²³sgọ³ɂi	sgwa2duu2lii23sgo3-i
ᎦᏥᎪᏩᏘᏍᎪᎢ	gạ²ji²gowh²ti²³sgọ³ɂi	ga2jii2gowh2tii23sgo3-i
ᏚᎾᏚᎵᏍᎪᎢ	du¹nạ²du²li²³sgọ³ɂi	duu1na2duu2lii23sgo3-i
ᎡᎩᎾᏚᎵᏍᎪᎢ	e¹gị²nạ²du²li²³sgọ³ɂi	ee1gi2na2duu2lii23sgo3-i
ᎡᏍᏓᏚᎵᏍᎪᎢ	e¹sdạ²du²li²³sgọ³ɂi	ee1sda2duu2lii23sgo3-i
ᎢᏨᏲᎵᎪᎢ	i¹jv²yohl²go³ɂi	ii1jvv2yohl2goo3-i
ᎣᏍᏙᎵᎦ	o²sdohl²ga²	oo2sdohl2ga2
ᏍᎩᏃᎵᏨᎢ	sgị²no²li²jv²³ɂi	sgi2noo2lii2jvv23-i
ᏕᏥᎪᏩᏘᎭ	de³ji²gowh²tị³ha	dee3jii2gowh2ti3ha
ᏗᏍᏗᎪᏩᏔ	dị²sdi²go¹wah²ta	di2sdii2goo1wah2ta
ᎨᎩᎾᏚᎵᏍᎪᎢ	ge²gị²nạ²du²li²³sgọ³ɂi	gee2gi2na2duu2lii23sgo3-i
ᎪᎩᎾᏚᎵᏍᎪᎢ	go²gị²nạ²du²li²³sgọ³ɂi	goo2gi2na2duu2lii23sgo3-i
ᎪᏍᏓᏚᎵᏍᎪᎢ	go²sdạ²du²li²³sgọ³ɂi	goo2sda2duu2lii23sgo3-i
ᎢᏍᎩᎪᏩᏘᏍᎪᎢ	i¹sgi²gowh²ti²³sgọ³ɂi	ii1sgii2gowh2tii23sgo3-i
ᎢᏣᏓᎪᏩᏘᏍᎪᎢ	i¹jạ²da²gowh²ti²³sgọ³ɂi	ii1ja2daa2gowh2tii23sgo3-i
ᏫᎨᏥᎪᏩᏔ	wị²ge²ji²go¹wah²ta	wi2gee2jii2goo1wah2ta
ᎨᏍᏗᎪᏩᏘᎭ	ge²sdi²gowh²tị³ha	gee2sdii2gowh2ti3ha
ᏫᏍᏛᎪᏩᏔ	wị²sdv²go¹wah²ta	wi2sdvv2goo1wah2ta
ᏍᏓᏓᎪᏩᏘᏍᎪᎢ	sdạ²da²gowh²ti²³sgọ³ɂi	sdaa2daa2gowh2tii23sgo3-i
ᏕᏣᏓᎪᏩᏘᏍᎪᎢ	de³jạ²da²gowh²ti²³sgọ³ɂi	dee3ja2daa2gowh2tii23sgo3-i
ᏕᏍᏓᏓᎪᏩᏘᏍᎪᎢ	de²sdạ²da²gowh²ti²³sgọ³ɂi	dee2sdaa2daa2gowh2tii23sgo3-i
ᎤᏤᎵᎢ	ụ²je²li⁴ɂi	uu2jee2lii4-i
ᏣᏚᎵᎭ	jạ²du²lị³ha	ja2duu2li3ha
ᎠᎩᎸᏒᎢ	a¹gị²lv³²sv²³ɂi	aa1gi2lvv32svv23-i
ᎢᎨᏅᏍᏗ	i¹ge²nv¹sdi	ii1gee2nvv1sdi
ᎯᎪᏩᏔ	hị²go¹wah²ta²	hi2goo1wah2ta2
ᏩᎪᏩᏔ	wạ²go¹wah²ta	wa2goo1wah2ta
ᎠᏂᎴᎪᎢ	a¹niɂ³le¹go³ɂi	aa1ni-3lee1goo3-i
ᎣᎨᏅᏒᎢ	o¹ge²nv³sv²³ɂi	oo1gee2nvv3svv23-i
ᎢᏥᎰᎢ	i¹ji²ho³ɂi	ii1jii2hoo3-i
ᎤᏂᎮᏍᏗ	u¹ni²he³sdi	uu1nii2hee3sdi
ᎩᏂᎩᏍᏗ	gị²ni²gi¹sdi	gi2nii2gii1sdi
ᏍᏗᎰᎢ	sdi²ho³ɂi	sdii2hoo3-i
ᎣᎩᏁᏅᏒᎢ	o¹gị²ne²nv³sv²³ɂi	oo1gi2nee2nvv3svv23-i
ᎠᏥᎪᏩᏘᏍᎪᎢ	a¹jị²gowh²ti²³sgọ³ɂi	aa1ji2gowh2tii23sgo3-i
ᎡᎩᎪᏩᏘᏍᎪᎢ	e¹gi²gowh²ti²³sgọ³ɂi	ee1gii2gowh2tii23sgo3-i
ᎡᏂᎪᏩᏘᏍᎪᎢ	e¹ni²gowh²ti²³sgọ³ɂi	ee1nii2gowh2tii23sgo3-i
ᎡᏗᎪᏩᏘᏍᎪᎢ	e¹di²gowh²ti²³sgọ³ɂi	ee1dii2gowh2tii23sgo3-i
ᎡᏥᎪᏩᏘᏍᎪᎢ	e¹ji²gowh²ti²³sgọ³ɂi	ee1jii2gowh2tii23sgo3-i
ᎢᏂᎪᏩᏔ	i¹ni²go¹wah²ta²	ii1nii2goo1wah2ta2
ᏫᎪᎵᎩ	wị²go²li¹gi	wi2goo2lii1gi
ᎢᏗᎪᏩᏔ	i¹di²go¹wah²ta²	ii1dii2goo1wah2ta2
ᎨᏣᏚᎵᏍᎪᎢ	ge²jạ²du²li²³sgọ³ɂi	gee2ja2duu2lii23sgo3-i
ᎬᏯᏚᎵᏍᎪᎢ	gv²yạ²du²li²³sgọ³ɂi	gvv2ya2duu2lii23sgo3-i
ᎥᎩᎪᏩᏘᏍᎪᎢ	v¹gị²gowh²ti²³sgọ³ɂi	vv1gi2gowh2tii23sgo3-i
ᏬᏣᏚᎳ	wo¹jạ²du²³la	woo1ja2duu23la
ᎯᏯᏚᎵᏍᎪᎢ	hi²yạ²du²li²³sgọ³ɂi	hii2ya2duu2lii23sgo3-i
ᎨᎩᎪᏩᏘᏍᎪᎢ	ge²gi²gowh²ti²³sgọ³ɂi	gee2gii2gowh2tii23sgo3-i
ᎨᏂᎪᏩᏘᏍᎪᎢ	ge²ni²gowh²ti²³sgọ³ɂi	gee2nii2gowh2tii23sgo3-i
ᎨᏗᎪᏩᏘᏍᎪᎢ	ge²di²gowh²ti²³sgọ³ɂi	gee2dii2gowh2tii23sgo3-i
ᎢᏨᏲᎵᏍᏗ	i¹jv²yo²li³sdi	ii1jvv2yoo2lii3sdi
ᎪᎩᎪᏩᏘᏍᎪᎢ	go²gi²gowh²ti²³sgọ³ɂi	goo2gii2gowh2tii23sgo3-i
ᏥᏯᏚᎵᏍᎪᎢ	ji²yạ²du²li²³sgọ³ɂi	jii2ya2duu2lii23sgo3-i
ᎪᏥᎪᏩᏘᏍᎪᎢ	go²ji²gowh²ti²³sgọ³ɂi	goo2jii2gowh2tii23sgo3-i
ᎬᎩᎪᏩᏘᏍᎪᎢ	gv²gi²gowh²ti²³sgọ³ɂi	gvv2gii2gowh2tii23sgo3-i
ᏗᏥᎪᏩᏛᏗ	dị²ji²gowh²tvh³di	di2jii2gowh2tvh3di
ᏍᎩᎪᏩᏘᏍᎪᎢ	sgị²gowh²ti²³sgọ³ɂi	sgii2gowh2tii23sgo3-i
ᏍᎩᏃᎵᏨᎢ	sgi²̣nohl²jv²³ɂi	sgii2nohl2jvv23-i
ᎦᎯᏯᏚᎵᏍᎪᎢ	gạ²hi²yạ²du²li²³sgọ³ɂi	ga2hii2ya2duu2lii23sgo3-i
ᎦᏥᏯᏚᎵᏍᎪᎢ	gạ²ji²yạ²du²li²³sgọ³ɂi	ga2jii2ya2duu2lii23sgo3-i
ᎡᎩᏂᎪᏩᏘᏍᎪᎢ	e¹gị²ni²gowh²ti²³sgọ³ɂi	ee1gi2nii2gowh2tii23sgo3-i
ᎡᏍᏗᎪᏩᏘᏍᎪᎢ	e¹sdi²gowh²ti²³sgọ³ɂi	ee1sdii2gowh2tii23sgo3-i
ᎨᏍᏗᎪᏩᏛᏗ	ge²sdi²gowh²tvh³di	gee2sdii2gowh2tvh3di
ᏬᏍᏓᏚᎳ	wo¹sdạ²du²³la	woo1sda2duu23la
ᏕᏍᏓᏚᎸᎲᎢ	de²sdạ²du²lv²hv²³ɂi	dee2sda2duu2lvv2hvv23-i
ᎨᎩᏂᎪᏩᏘᏍᎪᎢ	ge²gị²ni²gowh²ti²³sgọ³ɂi	gee2gi2nii2gowh2tii23sgo3-i
ᎪᎩᏂᎪᏩᏘᏍᎪᎢ	go²gị²ni²gowh²ti²³sgọ³ɂi	goo2gi2nii2gowh2tii23sgo3-i
ᎪᏍᏗᎪᏩᏘᏍᎪᎢ	go²sdi²gowh²ti²³sgọ³ɂi	goo2sdii2gowh2tii23sgo3-i
ᎢᏍᎩᏯᏚᎵᏍᎪᎢ	i¹sgi²yạ²du²li²³sgọ³ɂi	ii1sgii2ya2duu2lii23sgo3-i
ᏫᏍᏛᏯᏚᎳ	wị²sdv²yạ²du²³la	wi2sdvv2ya2duu23la
ᎤᏲᏏᎭ	u¹yo³sị²ha	uu1yoo3si2ha
ᎯᎴᎪᎢ	hịɂ³le¹go³ɂi	hi-3lee1goo3-i
ᏣᏚᎸᏗ	jạ²duhl²di	ja2duhl2di
ᎠᎩᏲᏏᎭ	a¹gị²yo³sị²ha	aa1gi2yoo3si2ha
ᎢᎨᏅᏒᎢ	i¹ge²nv³sv²³ɂi	ii1gee2nvv3svv23-i
ᎢᏂᎴᎪᎢ	i¹niɂ³le¹go³ɂi	ii1ni-3lee1goo3-i
ᎢᏥᎲᎢ	i¹ji²hv²³ɂi	ii1jii2hvv23-i
ᎠᏃᎵᎪᎢ	a¹nohl²go³ɂi	aa1nohl2goo3-i
ᎢᏗᎴᎪᎢ	i¹diɂ³le¹go³ɂi	ii1di-3lee1goo3-i
ᏫᎦᎷᎦ	wị²gạɂ²lu¹ga	wi2ga-2luu1ga
ᎣᎩᎩᏍᏗ	o¹gi²gi¹sdi	oo1gii2gii1sdi
ᎤᏂᎸᏍᏗ	u¹ni²lv¹sdi	uu1nii2lvv1sdi
ᏫᏥᎷᎦ	wị²jịɂ²lu¹ga	wi2ji-2luu1ga
ᏬᏥᎷᎦ	wo¹jiɂ²lu¹ga	woo1ji-2luu1ga
ᏍᏗᎲᎢ	sdi²hv²³ɂi	sdii2hvv23-i
ᏬᏍᏗᎷᎦ	wo²sdiɂ²lu¹ga	woo2sdi-2luu1ga
ᎣᎩᏂᎩᏍᏗ	o¹gị²ni²gi¹sdi	oo1gi2nii2gii1sdi
ᏕᏍᏗᎩᏍᎪᎢ	de²sdi²gi³sgo³ɂi	dee2sdii2gii3sgoo3-i
